client_id,client_name,status,industry,assignee,due_date,start_date,date_created,date_updated,space,time_logged,Alternates,est_project_total,freight_gp,handled_by,labor_gp,potential_award_date,product_gp,project_total,RFI_due_date,RFP_due_date,revisions,sales_location,salesperson,Specsheets,Specifier,Vendor_partner_alts,Vendor_partner_base,sales_location_office
rfp00066,Silverline Corporate Campus,DRAFT,Corporate Office,James Davis,2025-07-18 22:45:00,2025-06-18 07:45:00,2025-06-17 08:45:00,2025-06-25 10:28:11,Strategic Accounts,41,0,1425365.63,16,Sales,24,2025-09-11 07:45:00,8,1370317.09,2025-06-22 21:45:00,2025-07-18 22:45:00,4,TAMPA,Liam Parker,1,Gensler,,Haworth; Davis Furniture; KI; Stylex,Tampa
rfp00067,North Ridge Student Center,SUBMITTED,Education,William Wilson,2024-10-22 13:34:00,2024-10-04 21:34:00,2024-10-04 10:34:00,2024-10-10 02:19:00,Education Pursuits,75,1,2199358.83,14,Design,21,2024-12-17 00:34:00,7,2216231.45,2024-10-12 11:34:00,2024-10-22 13:34:00,4,HOLLYWOOD,Logan Foster,0,HKS,Versteel; Andreu World; Beaufurn,Davis Furniture; Bernhardt; Global; Kimball,Hollywood
rfp00068,Southbay Resort & Spa,DRAFT,Retail / Hospitality,Amelia Reed,2024-12-18 12:24:00,2024-11-17 02:24:00,2024-11-16 17:24:00,2024-11-27 12:17:18,RFP Team,20,1,202961.08,30,RFP Team,35,2025-02-08 02:24:00,20,207198.11,2024-12-01 12:24:00,2024-12-18 12:24:00,3,HOLLYWOOD,James Davis,1,CallisonRTKL,OFS; SitOnIt; Martin Brattrud,Haworth; Bernhardt; Davis Furniture,Hollywood
rfp00069,Emerson University Innovation Hall,LOST,Education,Mia Cooper,2026-04-09 02:31:00,2026-03-05 13:31:00,2026-03-05 11:31:00,2026-04-09 02:31:00,Education Pursuits,61,0,1915499.58,30,Marketing,35,2026-05-01 16:31:00,20,38225,2026-03-16 23:31:00,2026-04-09 02:31:00,3,TAMPA,William Carter,1,JLL,,Stylex; Humanscale; Allsteel,Tampa
rfp00070,Southbay Resort & Spa,WON,Retail / Hospitality,James Davis,2024-09-03 12:05:00,2024-08-06 02:05:00,2024-08-05 08:05:00,2024-09-12 18:40:56,RFP Team,100,0,3287384.72,14,RFP Team,21,2024-09-22 02:05:00,7,3175287.48,2024-08-14 11:05:00,2024-09-03 12:05:00,7,ATLANTA,Daniel Moore,0,Corgan,,Humanscale; Bernhardt; Davis Furniture; Haworth,Atlanta
rfp00071,Northshore Surgical Center,WON,Healthcare,Mia Cooper,2026-03-21 18:37:00,2026-02-19 05:37:00,2026-02-18 17:37:00,2026-03-26 21:25:56,Healthcare Bids,27,1,542264.87,20,RFP Team,30,2026-06-02 03:37:00,10,534939.17,2026-02-25 17:37:00,2026-03-21 18:37:00,2,ATLANTA,William Carter,0,HKS,9to5 Seating; Arcadia; m.a.d.,Humanscale; National; JSI,Atlanta
rfp00072,North Ridge Student Center,DRAFT,Education,Mia Cooper,2025-02-25 22:21:00,2025-02-09 09:21:00,2025-02-07 12:21:00,2025-02-08 20:51:39,Education Pursuits,36,0,1438565.01,16,RFP Team,24,2025-04-15 07:21:00,8,1400834.3,2025-02-15 21:21:00,2025-02-25 22:21:00,2,ATLANTA,Mason Reed,1,IA Interior Architects,,HON; Humanscale; Bernhardt; National,Atlanta
rfp00073,Cityline Retail Plaza,SUBMITTED,Retail / Hospitality,William Wilson,2025-11-05 17:20:00,2025-10-08 00:20:00,2025-10-07 14:20:00,2025-10-10 16:03:11,RFP Team,81,1,2993157.12,14,RFP Team,21,2025-12-11 07:20:00,7,3273805.02,2025-10-15 14:20:00,2025-11-05 17:20:00,4,TAMPA,Emily Taylor,1,Unispace,Darran; m.a.d.; Arcadia,JSI; National; Teknion,Tampa
rfp00074,Northshore Surgical Center,WON,Healthcare,Amelia Reed,2024-09-03 21:17:00,2024-08-13 09:17:00,2024-08-12 17:17:00,2024-09-14 03:10:35,Healthcare Bids,54,0,1561872.51,16,RFP Team,24,2024-09-29 08:17:00,8,1648901.44,2024-08-24 18:17:00,2024-09-03 21:17:00,4,HOLLYWOOD,Emily Moore,1,HOK,,Stylex; Haworth,Hollywood
rfp00075,Regional Emergency Management Office,DRAFT,Government,Olivia Bennett,2024-12-31 14:43:00,2024-11-30 01:43:00,2024-11-29 17:43:00,2024-12-26 04:28:05,Public Sector Bids,17,0,330247.94,20,RFP Team,30,2025-01-23 04:43:00,10,321029.11,2024-12-11 13:43:00,2024-12-31 14:43:00,2,HOLLYWOOD,Liam Parker,1,HKS,,Davis Furniture; KI; Kimball,Hollywood
rfp00076,Starlight Oncology Center,IN_REVIEW,Healthcare,Amelia Reed,2026-03-31 18:19:00,2026-02-13 06:19:00,2026-02-12 17:19:00,2026-02-25 04:15:52,Healthcare Bids,70,0,2432592.06,14,Creative,21,2026-06-01 05:19:00,7,2161872.91,2026-03-01 15:19:00,2026-03-31 18:19:00,5,ATLANTA,Liam Parker,1,Gensler,,Global; National; Allsteel,Atlanta
rfp00077,Cedar Grove Library Commons,LOST,Education,Olivia Bennett,2025-12-19 22:07:00,2025-11-17 05:07:00,2025-11-15 11:07:00,2026-01-30 19:05:07,Education Pursuits,48,0,1569185.34,30,RFP Team,35,2026-01-27 09:07:00,20,171743,2025-11-28 19:07:00,2025-12-19 22:07:00,2,TAMPA,Grace Turner,1,Savills,,Allsteel; HON; KI,Tampa
rfp00078,Westfield High School District,IN_REVIEW,Education,Noah Walker,2024-11-11 10:31:00,2024-10-26 22:31:00,2024-10-26 14:31:00,2024-10-30 06:50:43,Education Pursuits,35,1,579815.71,20,RFP Team,30,2024-11-26 21:31:00,10,613518.67,2024-11-03 08:31:00,2024-11-11 10:31:00,3,ORLANDO,James Davis,1,Corgan,9to5 Seating; m.a.d.,KI; Allsteel; Humanscale,Orlando
rfp00079,Riverbend Clinic Network,LOST,Healthcare,Sophia Carter,2025-05-18 02:22:00,2025-04-14 11:22:00,2025-04-12 15:22:00,2025-06-09 07:55:06,Healthcare Bids,46,0,1376162.76,30,Marketing,35,2025-06-03 11:22:00,20,208705,2025-04-30 23:22:00,2025-05-18 02:22:00,3,NEW YORK,Daniel Moore,1,Corgan,,Davis Furniture; KI; National,New York
rfp00080,Silverline Corporate Campus,NO_BID,Corporate Office,Lucas Martin,2025-07-23 00:52:00,2025-06-16 10:52:00,2025-06-15 17:52:00,2025-08-06 00:41:22,Strategic Accounts,30,1,1739365.07,30,RFP Team,35,2025-09-26 09:52:00,20,113578,2025-07-01 22:52:00,2025-07-23 00:52:00,4,NEW YORK,Ava Jenkins,1,Unispace,Darran; Fabricate; Via Seating,Kimball; JSI; Global,New York
rfp00081,Cedar Grove Library Commons,LOST,Education,Mia Cooper,2024-10-13 11:19:00,2024-09-24 21:19:00,2024-09-23 08:19:00,2024-10-18 01:43:36,Education Pursuits,13,0,313534.59,30,Marketing,35,2024-11-22 20:19:00,20,160677,2024-10-01 11:19:00,2024-10-13 11:19:00,1,ORLANDO,Logan Foster,1,The Switzer Group,,Kimball; Bernhardt,Orlando
rfp00082,Riverbend Clinic Network,WON,Healthcare,Lucas Martin,2025-04-16 00:01:00,2025-03-09 06:01:00,2025-03-08 12:01:00,2025-05-14 03:24:29,Healthcare Bids,20,0,316768.64,20,RFP Team,30,2025-05-22 09:01:00,10,333844.86,2025-03-17 22:01:00,2025-04-16 00:01:00,1,TAMPA,James Davis,0,HOK,,Haworth; Global; Teknion,Tampa
rfp00083,Vantage Dining Collective,LOST,Retail / Hospitality,Mia Cooper,2025-01-28 18:36:00,2024-12-26 04:36:00,2024-12-24 16:36:00,2025-02-22 21:33:03,RFP Team,34,1,759467.84,30,RFP Team,35,2025-03-26 05:36:00,20,190761,2025-01-01 18:36:00,2025-01-28 18:36:00,2,ORLANDO,Mason Reed,1,Corgan,Fabricate; Martin Brattrud,JSI; KI; Allsteel; Kimball,Orlando
rfp00084,Aurora Convention Center,IN_REVIEW,Retail / Hospitality,Noah Walker,2025-06-09 13:51:00,2025-05-06 22:51:00,2025-05-06 12:51:00,2025-06-04 01:24:44,RFP Team,21,1,320377.21,20,Design,30,2025-08-24 03:51:00,10,334694.24,2025-05-17 12:51:00,2025-06-09 13:51:00,1,TAMPA,Logan Foster,1,IA Interior Architects,SitOnIt; Andreu World,Haworth; Stylex; Humanscale; HON,Tampa
rfp00085,Southbay Resort & Spa,SUBMITTED,Retail / Hospitality,Sophia Carter,2025-12-31 07:20:00,2025-11-19 16:20:00,2025-11-18 14:20:00,2025-11-26 12:22:33,RFP Team,49,0,1565505.28,16,Creative,24,2026-01-31 18:20:00,8,1467776.87,2025-12-01 06:20:00,2025-12-31 07:20:00,2,ATLANTA,Logan Foster,1,JLL,,Allsteel; JSI,Atlanta
rfp00086,Capital STEM Research Building,WON,Education,James Davis,2025-02-28 18:37:00,2025-02-13 09:37:00,2025-02-12 14:37:00,2025-04-01 09:04:03,Education Pursuits,56,0,1672647.41,16,RFP Team,24,2025-04-14 05:37:00,8,1719619.93,2025-02-17 18:37:00,2025-02-28 18:37:00,5,NEW YORK,William Carter,1,Gensler,,JSI; Kimball,New York
rfp00087,Skyline Boutique Hotel,WON,Retail / Hospitality,Ethan Brooks,2025-12-14 03:47:00,2025-11-22 10:47:00,2025-11-20 11:47:00,2026-02-06 12:30:01,RFP Team,20,0,225801.03,30,Creative,35,2026-02-01 14:47:00,20,241187.52,2025-12-01 00:47:00,2025-12-14 03:47:00,2,ORLANDO,James Davis,1,HKS,,Teknion; Allsteel,Orlando
rfp00088,Cityline Retail Plaza,DRAFT,Retail / Hospitality,Ethan Brooks,2024-10-27 18:56:00,2024-09-14 05:56:00,2024-09-13 13:56:00,2024-09-27 16:42:17,RFP Team,7,0,219234.23,30,Sales,35,2024-12-26 03:56:00,20,217450.79,2024-09-27 15:56:00,2024-10-27 18:56:00,2,HOLLYWOOD,William Carter,1,Gensler,,Allsteel; National; Bernhardt,Hollywood
rfp00089,Beacon Charter Academy,WON,Education,Lucas Martin,2024-08-16 07:12:00,2024-07-17 19:12:00,2024-07-16 16:12:00,2024-09-05 13:31:25,Education Pursuits,52,0,1409258.67,16,Sales,24,2024-09-12 21:12:00,8,1410581.92,2024-07-31 07:12:00,2024-08-16 07:12:00,3,ATLANTA,Emily Moore,1,JLL,,Global; Davis Furniture; KI,Atlanta
rfp00090,Summit Care Hospital,IN_REVIEW,Healthcare,Lucas Martin,2024-09-12 06:11:00,2024-08-17 20:11:00,2024-08-16 08:11:00,2024-09-24 05:18:30,Healthcare Bids,113,1,3872931.37,14,Marketing,21,2024-10-12 20:11:00,7,3376818.54,2024-08-27 06:11:00,2024-09-12 06:11:00,7,ORLANDO,Daniel Moore,1,DLR Group,Via Seating; Martin Brattrud,Davis Furniture; HON; Allsteel; Stylex,Orlando
rfp00091,Apex Consulting HQ,IN_REVIEW,Corporate Office,David Thompson,2025-09-28 13:52:00,2025-08-31 03:52:00,2025-08-29 14:52:00,2025-09-29 14:54:32,Strategic Accounts,25,1,301491.15,30,RFP Team,35,2025-11-14 03:52:00,20,262327.87,2025-09-04 13:52:00,2025-09-28 13:52:00,1,ORLANDO,William Carter,0,TPG Architecture,Via Seating; Beaufurn,HON; JSI; National,Orlando
rfp00092,Civic Services Headquarters,DRAFT,Government,Olivia Bennett,2024-08-02 09:16:00,2024-07-15 19:16:00,2024-07-14 12:16:00,2024-07-19 20:02:15,Public Sector Bids,19,1,281499.48,30,RFP Team,35,2024-10-04 23:16:00,20,285196.65,2024-07-21 07:16:00,2024-08-02 09:16:00,3,ATLANTA,James Davis,1,DLR Group,m.a.d.; Darran,HON; National; Bernhardt,Atlanta
rfp00093,Northshore Surgical Center,NO_BID,Healthcare,Ethan Brooks,2024-10-05 03:26:00,2024-08-29 14:26:00,2024-08-27 14:26:00,2024-10-11 04:35:59,Healthcare Bids,41,1,2949504.06,20,Sales,30,2024-11-24 17:26:00,10,578182,2024-09-11 02:26:00,2024-10-05 03:26:00,7,HOLLYWOOD,James Davis,0,IA Interior Architects,9to5 Seating,Davis Furniture; National; KI,Hollywood
rfp00094,BlueOak Legal Offices,WON,Corporate Office,David Thompson,2025-01-27 08:40:00,2025-01-07 21:40:00,2025-01-07 09:40:00,2025-02-05 04:49:36,Strategic Accounts,10,0,122739.94,30,Sales,35,2025-03-02 17:40:00,20,123321.35,2025-01-18 07:40:00,2025-01-27 08:40:00,0,NEW YORK,William Carter,0,NELSON,,Humanscale; Bernhardt; Allsteel,New York
rfp00095,Metro City Government Center,DRAFT,Government,Noah Walker,2025-12-21 00:46:00,2025-11-24 10:46:00,2025-11-23 15:46:00,2025-12-02 02:02:01,Public Sector Bids,68,0,3059525.1,14,Sales,21,2026-03-01 11:46:00,7,3091378.44,2025-12-08 22:46:00,2025-12-21 00:46:00,6,HOLLYWOOD,Emily Moore,1,HKS,,Global; Humanscale; HON,Hollywood
rfp00096,Vantage Dining Collective,IN_REVIEW,Retail / Hospitality,Sophia Carter,2025-01-19 19:40:00,2024-12-08 05:40:00,2024-12-06 14:40:00,2024-12-21 11:00:10,RFP Team,88,0,3006436.12,14,RFP Team,21,2025-03-06 04:40:00,7,3191941.55,2024-12-22 19:40:00,2025-01-19 19:40:00,6,ORLANDO,James Davis,1,DLR Group,,Bernhardt; Stylex; HON; KI,Orlando
rfp00097,HarborPoint Insurance Plaza,IN_REVIEW,Corporate Office,Amelia Reed,2025-08-14 07:36:00,2025-07-09 19:36:00,2025-07-09 09:36:00,2025-08-07 04:40:02,Strategic Accounts,46,0,1111154.53,16,Marketing,24,2025-10-01 18:36:00,8,1153576.45,2025-07-23 07:36:00,2025-08-14 07:36:00,3,TAMPA,William Carter,0,HKS,,Haworth; Humanscale; Kimball; HON,Tampa
rfp00098,Crescent Rehabilitation Hospital,LOST,Healthcare,Lucas Martin,2025-12-04 06:17:00,2025-11-12 15:17:00,2025-11-10 16:17:00,2026-01-08 00:05:53,Healthcare Bids,44,0,1326411.14,20,RFP Team,30,2026-01-24 20:17:00,10,427170,2025-11-23 05:17:00,2025-12-04 06:17:00,4,ORLANDO,Emily Taylor,1,Savills,,JSI; Haworth; Global,Orlando
rfp00099,Transit Authority Operations Hub,LOST,Government,Noah Walker,2025-03-08 12:04:00,2025-02-16 00:04:00,2025-02-15 11:04:00,2025-04-02 23:22:08,Public Sector Bids,37,1,384963.67,30,RFP Team,35,2025-04-10 21:04:00,20,233490,2025-02-25 10:04:00,2025-03-08 12:04:00,6,HOLLYWOOD,Grace Turner,0,Unispace,9to5 Seating; Fabricate; SitOnIt,Davis Furniture; JSI; KI,Hollywood
rfp00100,Crescent Rehabilitation Hospital,SUBMITTED,Healthcare,Ethan Brooks,2025-03-02 11:27:00,2025-01-29 23:27:00,2025-01-28 16:27:00,2025-02-14 11:53:17,Healthcare Bids,53,0,1547739.56,16,RFP Team,24,2025-04-27 20:27:00,8,1444966.44,2025-02-11 11:27:00,2025-03-02 11:27:00,4,NEW YORK,William Carter,1,NELSON,,JSI; HON; Bernhardt; Humanscale,New York
rfp00101,Cedar Grove Library Commons,DRAFT,Education,Lucas Martin,2025-01-09 03:35:00,2024-12-18 15:35:00,2024-12-17 17:35:00,2024-12-30 16:49:53,Education Pursuits,37,0,1553509.47,16,RFP Team,24,2025-03-04 14:35:00,8,1612648.88,2024-12-28 01:35:00,2025-01-09 03:35:00,5,ORLANDO,Daniel Moore,0,Savills,,Stylex; JSI; Global,Orlando
rfp00102,Grand Harbor Hotel,NO_BID,Retail / Hospitality,Amelia Reed,2025-09-20 13:37:00,2025-08-29 03:37:00,2025-08-27 15:37:00,2025-10-17 11:24:21,RFP Team,20,0,1300648.91,30,Design,35,2025-10-27 22:37:00,20,232078,2025-09-02 12:37:00,2025-09-20 13:37:00,2,ATLANTA,William Carter,1,HKS,,KI; National; JSI; Bernhardt,Atlanta
rfp00103,HarborPoint Insurance Plaza,LOST,Corporate Office,Sophia Carter,2026-04-03 06:28:00,2026-02-24 11:28:00,2026-02-22 15:28:00,2026-04-03 06:28:00,Strategic Accounts,15,1,152113.41,30,Sales,35,2026-06-13 15:28:00,20,148783,2026-03-08 03:28:00,2026-04-03 06:28:00,0,ATLANTA,Grace Turner,0,NELSON,m.a.d.,Teknion; Bernhardt; Stylex; JSI,Atlanta
rfp00104,Justice & Records Building,NO_BID,Government,Mia Cooper,2025-08-09 09:50:00,2025-07-15 15:50:00,2025-07-14 13:50:00,2025-08-09 15:42:24,Public Sector Bids,14,1,436634.79,30,Marketing,35,2025-09-08 20:50:00,20,133533,2025-07-26 07:50:00,2025-08-09 09:50:00,2,TAMPA,Grace Turner,1,IA Interior Architects,Via Seating,Global; Bernhardt; Teknion; Kimball,Tampa
rfp00105,North County Administrative Complex,LOST,Government,Lucas Martin,2026-03-01 14:29:00,2026-02-02 01:29:00,2026-02-01 17:29:00,2026-03-19 14:33:33,Public Sector Bids,40,0,1132020.27,30,RFP Team,35,2026-04-27 04:29:00,20,118537,2026-02-16 13:29:00,2026-03-01 14:29:00,4,NEW YORK,Daniel Moore,0,DLR Group,,HON; Davis Furniture; Teknion; National,New York
rfp00106,Civic Services Headquarters,WON,Government,James Davis,2025-02-23 13:19:00,2025-02-06 00:19:00,2025-02-04 10:19:00,2025-03-18 03:50:55,Public Sector Bids,71,0,2026818.98,14,RFP Team,21,2025-04-14 22:19:00,7,2060280.62,2025-02-11 10:19:00,2025-02-23 13:19:00,5,TAMPA,Ava Jenkins,0,Vocon,,Allsteel; Humanscale,Tampa
rfp00107,Metro Health Campus,SUBMITTED,Healthcare,James Davis,2026-01-10 00:18:00,2025-12-18 09:18:00,2025-12-16 16:18:00,2026-01-16 09:20:25,Healthcare Bids,88,1,3141773.04,14,Sales,21,2026-03-06 09:18:00,7,3082555.08,2025-12-27 21:18:00,2026-01-10 00:18:00,5,NEW YORK,James Davis,0,Savills,Via Seating; m.a.d.,KI; Davis Furniture; Stylex; HON,New York
rfp00108,Transit Authority Operations Hub,DRAFT,Government,David Thompson,2024-09-09 01:07:00,2024-08-12 07:07:00,2024-08-11 12:07:00,2024-08-16 20:28:25,Public Sector Bids,76,1,3503049.39,14,RFP Team,21,2024-09-23 12:07:00,7,3426089.83,2024-08-22 23:07:00,2024-09-09 01:07:00,7,ORLANDO,Grace Turner,1,TPG Architecture,m.a.d.; Andreu World,Allsteel; Haworth,Orlando
rfp00109,Metro Health Campus,IN_REVIEW,Healthcare,Olivia Bennett,2025-01-20 00:27:00,2024-12-27 08:27:00,2024-12-25 13:27:00,2025-01-06 14:59:43,Healthcare Bids,28,0,927334.15,16,RFP Team,24,2025-02-27 11:27:00,8,1013037.15,2025-01-12 22:27:00,2025-01-20 00:27:00,1,TAMPA,James Davis,1,The Switzer Group,,National; Humanscale; Haworth; Bernhardt,Tampa
rfp00110,Lakeside Medical Pavilion,LOST,Healthcare,Sophia Carter,2026-02-14 04:22:00,2026-01-12 13:22:00,2026-01-11 09:22:00,2026-03-26 00:24:07,Healthcare Bids,119,0,4572611.25,20,Sales,30,2026-04-25 13:22:00,10,363941,2026-01-19 01:22:00,2026-02-14 04:22:00,7,TAMPA,Ava Jenkins,0,Unispace,,Allsteel; Global; Stylex; National,Tampa
rfp00111,Emerson University Innovation Hall,IN_REVIEW,Education,Amelia Reed,2025-10-03 07:53:00,2025-09-01 14:53:00,2025-08-31 10:53:00,2025-09-21 19:07:45,Education Pursuits,25,1,310298.15,20,RFP Team,30,2025-12-14 16:53:00,10,344272.73,2025-09-06 06:53:00,2025-10-03 07:53:00,2,HOLLYWOOD,Ava Jenkins,1,CallisonRTKL,m.a.d.; Fabricate,JSI; Kimball; Allsteel; National,Hollywood
rfp00112,Northshore Surgical Center,SUBMITTED,Healthcare,Lucas Martin,2025-08-13 17:25:00,2025-07-22 05:25:00,2025-07-21 15:25:00,2025-08-02 02:06:58,Healthcare Bids,20,0,297599.98,30,RFP Team,35,2025-10-24 02:25:00,20,288966.84,2025-07-26 14:25:00,2025-08-13 17:25:00,2,NEW YORK,Logan Foster,1,IA Interior Architects,,JSI; HON; Davis Furniture; KI,New York
rfp00113,Northbridge Financial Center,SUBMITTED,Corporate Office,David Thompson,2024-08-31 00:16:00,2024-08-07 10:16:00,2024-08-06 08:16:00,2024-08-08 08:35:07,Strategic Accounts,14,0,277806.31,30,Design,35,2024-10-16 11:16:00,20,284750.02,2024-08-17 00:16:00,2024-08-31 00:16:00,0,NEW YORK,Mason Reed,0,JLL,,Global; Haworth; Humanscale,New York
rfp00114,Transit Authority Operations Hub,SUBMITTED,Government,Ethan Brooks,2026-03-22 18:28:00,2026-02-27 08:28:00,2026-02-26 10:28:00,2026-03-25 03:32:15,Public Sector Bids,30,1,377506.73,20,RFP Team,30,2026-05-25 03:28:00,10,400522.68,2026-03-05 18:28:00,2026-03-22 18:28:00,4,TAMPA,Emily Taylor,1,Savills,SitOnIt,Stylex; HON; National,Tampa
rfp00115,Lattice Energy Headquarters,NO_BID,Corporate Office,James Davis,2026-01-20 16:56:00,2025-12-23 05:56:00,2025-12-21 11:56:00,2026-02-14 07:55:44,Strategic Accounts,7,0,485569.14,30,Sales,35,2026-03-07 01:56:00,20,187810,2026-01-02 15:56:00,2026-01-20 16:56:00,0,ATLANTA,Emily Moore,0,Perkins&Will,,Global; Kimball; HON; Teknion,Atlanta
rfp00116,Apex Consulting HQ,WON,Corporate Office,Amelia Reed,2026-01-04 02:20:00,2025-12-10 11:20:00,2025-12-09 10:20:00,2026-03-03 14:50:17,Strategic Accounts,20,0,121456.89,30,RFP Team,35,2026-02-28 16:20:00,20,135899.87,2025-12-23 23:20:00,2026-01-04 02:20:00,1,NEW YORK,James Davis,1,CallisonRTKL,,National; Stylex,New York
rfp00117,Cedar Grove Library Commons,SUBMITTED,Education,William Wilson,2025-06-18 22:42:00,2025-05-09 04:42:00,2025-05-08 09:42:00,2025-06-09 00:02:19,Education Pursuits,65,0,2026555,16,Sales,24,2025-07-12 09:42:00,8,1981615.16,2025-05-25 20:42:00,2025-06-18 22:42:00,4,ORLANDO,Mason Reed,1,IA Interior Architects,,Kimball; Humanscale,Orlando
rfp00118,Meridian Services Hub,DRAFT,Corporate Office,Olivia Bennett,2025-01-21 18:01:00,2024-12-18 01:01:00,2024-12-16 11:01:00,2024-12-23 03:43:44,Strategic Accounts,56,1,2341144.68,14,Sales,21,2025-02-28 03:01:00,7,2314505.62,2025-01-02 17:01:00,2025-01-21 18:01:00,5,NEW YORK,Daniel Moore,1,CallisonRTKL,OFS; Keilhauer,Bernhardt; Teknion; Stylex; Allsteel,New York
rfp00119,Cedar Grove Library Commons,SUBMITTED,Education,Amelia Reed,2024-11-09 15:47:00,2024-10-18 22:47:00,2024-10-17 10:47:00,2024-11-10 04:32:40,Education Pursuits,20,1,95875.59,30,RFP Team,35,2024-12-22 05:47:00,20,90311.82,2024-10-27 14:47:00,2024-11-09 15:47:00,1,ATLANTA,James Davis,1,DLR Group,Darran,Teknion; Global; Humanscale,Atlanta
rfp00120,Cityline Retail Plaza,SUBMITTED,Retail / Hospitality,Noah Walker,2025-06-20 22:28:00,2025-05-26 03:28:00,2025-05-24 09:28:00,2025-06-16 11:37:58,RFP Team,34,0,646222.66,20,RFP Team,30,2025-08-28 09:28:00,10,636668.39,2025-06-10 19:28:00,2025-06-20 22:28:00,2,HOLLYWOOD,William Carter,1,JLL,,Allsteel; Bernhardt; National; Kimball,Hollywood
rfp00121,Pinnacle Advisory Tower,SUBMITTED,Corporate Office,Mia Cooper,2024-12-30 00:48:00,2024-12-08 11:48:00,2024-12-07 17:48:00,2024-12-28 21:32:54,Strategic Accounts,21,0,214013.6,30,Design,35,2025-01-19 14:48:00,20,193381.95,2024-12-23 23:48:00,2024-12-30 00:48:00,1,TAMPA,Daniel Moore,1,Unispace,,Kimball; Global; Haworth; Bernhardt,Tampa
rfp00122,Metro City Government Center,SUBMITTED,Government,Amelia Reed,2025-08-18 17:22:00,2025-07-21 00:22:00,2025-07-19 14:22:00,2025-07-27 22:49:56,Public Sector Bids,53,0,1547012.83,16,RFP Team,24,2025-09-27 04:22:00,8,1597251.71,2025-08-01 14:22:00,2025-08-18 17:22:00,3,TAMPA,Logan Foster,1,NELSON,,National; Bernhardt,Tampa
rfp00123,Valley Pediatric Institute,LOST,Healthcare,Noah Walker,2024-10-19 04:50:00,2024-09-22 18:50:00,2024-09-22 08:50:00,2024-11-12 11:39:58,Healthcare Bids,38,0,1015862.74,30,Design,35,2024-11-29 13:50:00,20,148168,2024-10-08 04:50:00,2024-10-19 04:50:00,3,NEW YORK,Grace Turner,0,HOK,,Humanscale; JSI; Global; Haworth,New York
rfp00124,Westfield High School District,SUBMITTED,Education,Olivia Bennett,2026-02-03 14:39:00,2025-12-30 03:39:00,2025-12-29 13:39:00,2026-01-14 03:57:04,Education Pursuits,22,1,159594.29,30,RFP Team,35,2026-03-09 01:39:00,20,141277.34,2026-01-11 13:39:00,2026-02-03 14:39:00,2,HOLLYWOOD,Ava Jenkins,1,JLL,Beaufurn; Martin Brattrud; Fabricate,Stylex; Allsteel; Global,Hollywood
rfp00125,Apex Consulting HQ,DRAFT,Corporate Office,Amelia Reed,2024-09-14 07:41:00,2024-08-15 14:41:00,2024-08-14 14:41:00,2024-08-22 16:46:13,Strategic Accounts,31,0,1089876.13,16,RFP Team,24,2024-10-29 18:41:00,8,1106691.27,2024-08-24 04:41:00,2024-09-14 07:41:00,4,ORLANDO,Logan Foster,1,JLL,,HON; Stylex; Allsteel; Global,Orlando
rfp00126,Vantage Dining Collective,WON,Retail / Hospitality,Mia Cooper,2024-10-04 05:50:00,2024-09-13 15:50:00,2024-09-12 09:50:00,2024-11-01 18:17:05,RFP Team,96,1,2914252.07,14,RFP Team,21,2024-10-26 16:50:00,7,2879618.02,2024-09-22 05:50:00,2024-10-04 05:50:00,5,ATLANTA,Emily Taylor,1,DLR Group,Darran; Fabricate,Bernhardt; Kimball; National,Atlanta
rfp00127,BlueOak Legal Offices,IN_REVIEW,Corporate Office,Olivia Bennett,2025-01-20 15:01:00,2025-01-03 23:01:00,2025-01-03 11:01:00,2025-01-30 08:59:46,Strategic Accounts,59,0,1697199.56,16,Design,24,2025-03-20 05:01:00,8,1807656.67,2025-01-08 13:01:00,2025-01-20 15:01:00,6,HOLLYWOOD,Daniel Moore,1,Perkins&Will,,Davis Furniture; National; Stylex; Allsteel,Hollywood
rfp00128,Riverside Casino Expansion,LOST,Retail / Hospitality,Amelia Reed,2025-08-25 14:27:00,2025-07-21 04:27:00,2025-07-20 10:27:00,2025-09-14 11:52:59,RFP Team,79,0,2354921.73,30,Marketing,35,2025-10-06 23:27:00,20,134136,2025-07-27 14:27:00,2025-08-25 14:27:00,5,ORLANDO,Emily Moore,1,Unispace,,Humanscale; KI,Orlando
rfp00129,North Ridge Student Center,LOST,Education,Olivia Bennett,2025-01-21 08:00:00,2024-12-13 18:00:00,2024-12-13 10:00:00,2025-02-24 22:33:32,Education Pursuits,21,0,325883.24,30,Marketing,35,2025-03-27 22:00:00,20,45986,2024-12-23 08:00:00,2025-01-21 08:00:00,2,ATLANTA,Logan Foster,0,CallisonRTKL,,Teknion; Stylex; HON,Atlanta
rfp00130,Riverbend Clinic Network,NO_BID,Healthcare,Sophia Carter,2024-12-27 20:50:00,2024-12-03 08:50:00,2024-12-01 17:50:00,2025-01-29 10:44:01,Healthcare Bids,28,1,2473677.65,20,Sales,30,2025-01-29 05:50:00,10,409123,2024-12-15 17:50:00,2024-12-27 20:50:00,5,NEW YORK,Mason Reed,1,DLR Group,OFS,Humanscale; KI; Haworth,New York
